run_id,scenario_id,split,canonical_model,quantization,max_tokens,stop_reason,output_tokens,reasoning_chars,content_chars,wall_ms,all_pass,content_started,in_primary_population
R6-qwen38-q3km-test,S12-3003011,test,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,34124,0,267102,False,False,False
R6-qwen38-q3km-test,S12-3004011,test,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,33844,0,268322,False,False,False
R6-qwen38-q3km-test,S12-3005011,test,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,36257,0,269243,False,False,False
R6-qwen38-q3km-test,S12-3006011,test,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,34001,0,268373,False,False,False
R6-qwen38-q3km-test,S12-3007011,test,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,30701,1113,268061,False,True,False
R6-qwen38-q3km-train-pilot,S02-1001001,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,29160,0,319883,False,False,True
R6-qwen38-q3km-train-pilot,S02-1002001,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,28256,0,303474,False,False,True
R6-qwen38-q3km-train-pilot,S05-1002004,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,26325,1277,305522,False,True,True
R6-qwen38-q3km-train-pilot,S06-1001005,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,29669,102,293924,False,True,True
R6-qwen38-q3km-train-pilot,S07-1000006,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,28301,0,295671,False,False,True
R6-qwen38-q3km-train-pilot,S07-1001006,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,31284,0,290099,False,False,True
R6-qwen38-q3km-train-pilot,S07-1002006,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,29668,0,293552,False,False,True
R6-qwen38-q3km-train-pilot,S08-1002007,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,30631,0,291254,False,False,True
R6-qwen38-q3km-train-pilot,S10-1000009,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,30294,0,289807,False,False,True
R6-qwen38-q3km-train-pilot,S10-1001009,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,29339,0,288028,False,False,True
R6-qwen38-q3km-train-pilot,S11-1000010,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,29638,0,291165,False,False,True
R6-qwen38-q3km-train-pilot,S11-1001010,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,29821,0,292592,False,False,True
R6-qwen38-q3km-train-pilot,S11-1002010,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,28514,0,296657,False,False,True
R6-qwen38-q3km-train-pilot,S12-1000011,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,33193,0,298126,False,False,True
R6-qwen38-q3km-train-pilot,S12-1001011,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,33920,0,293743,False,False,True
R6-qwen38-q3km-train-stab,S07-1000006,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,28301,0,274504,False,False,True
R6-qwen38-q3km-train-stab,S10-1000009,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,30294,0,267818,False,False,True
R6-qwen38-q3km-train-stab,S11-1000010,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,29638,0,269824,False,False,True
R6-qwen38-q3km-train-stab,S12-1000011,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,33193,0,266602,False,False,True
R6-qwen38-udq3kxl-train-pilot,S02-1001001,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,30270,0,220148,False,False,False
R6-qwen38-udq3kxl-train-pilot,S02-1002001,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,28230,0,223030,False,False,False
R6-qwen38-udq3kxl-train-pilot,S05-1000004,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,29359,0,213398,False,False,False
R6-qwen38-udq3kxl-train-pilot,S06-1000005,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,28950,0,213231,False,False,False
R6-qwen38-udq3kxl-train-pilot,S06-1001005,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,31608,0,212280,False,False,False
R6-qwen38-udq3kxl-train-pilot,S06-1002005,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,30440,0,212599,False,False,False
R6-qwen38-udq3kxl-train-pilot,S07-1000006,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,28668,0,214775,False,False,False
R6-qwen38-udq3kxl-train-pilot,S07-1001006,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,30264,0,214140,False,False,False
R6-qwen38-udq3kxl-train-pilot,S07-1002006,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,29221,676,213584,False,True,False
R6-qwen38-udq3kxl-train-pilot,S08-1002007,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,29814,0,212698,False,False,False
R6-qwen38-udq3kxl-train-pilot,S10-1001009,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,29550,0,209933,False,False,False
R6-qwen38-udq3kxl-train-pilot,S10-1002009,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,31467,0,210447,False,False,False
R6-qwen38-udq3kxl-train-pilot,S11-1000010,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,29235,0,212896,False,False,False
R6-qwen38-udq3kxl-train-pilot,S11-1001010,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,30532,0,211869,False,False,False
R6-qwen38-udq3kxl-train-pilot,S11-1002010,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,31083,0,209417,False,False,False
R6-qwen38-udq3kxl-train-pilot,S12-1000011,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,34955,0,205682,False,False,False
R6-qwen38-udq3kxl-train-pilot,S12-1001011,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,35940,0,205632,False,False,False
R6-qwen38-udq3kxl-train-pilot,S12-1002011,train,qwen3.8-27b,Q3_K_M|UD-Q3_K_XL,8192,length,8192,33695,0,206926,False,False,False
